path,prompt,nim_safe_prompt,ratio,done
content/characters/rosa_martinez/assets/rosa_martinez__focused.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to her earlobe. She wears minimalist, pocketless practical clothing suited to her environment, with personal items reflecting her role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Absorbed in a task, looking at the camera, 3/4 take. Eyes intent, brows knit, lips set in concentration. Restaurant bustle behind her. same art style as the character base, same earbud and clothing. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. Absorbed in a task, looking at the camera, 3/4 take. Eyes intent, brows knit, lips set in concentration. Restaurant bustle behind her. same art style as the character base, same earbud and clothing. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/rosa_martinez/assets/rosa_martinez__happy.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to her earlobe. She wears minimalist, pocketless practical clothing suited to her environment, with personal items reflecting her role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Warm hospitality in a genuine smile, looking at the camera, 3/4 take. Eyes bright and welcoming, cheeks lifting, mouth curving up warmly. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. Warm hospitality in a genuine smile, looking at the camera, 3/4 take. Eyes bright and welcoming, cheeks lifting, mouth curving up warmly. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/samuel_camacho/assets/samuel_camacho__calculating.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man in his early 20s. Lean-wiry build, quick and attentive. Clear youthful skin. Round face with a strong jawline and subtle cheekbones, straight dark hair worn messy and untamed. Flat nose, round bright eyes, flat relaxed brows — one sitting a fraction higher than the other — and full lips. A small scar on his right knuckle, a mark from hours of tinkering. Resourceful, self-reliant bearing, curious and alert. Small sport non-in-ear earbud clipped to earlobe. Student casual: a graphic tee under a worn open flannel, cargo pockets, a laptop bag strap across the shoulder. The backdrop is a Port Area workshop or university computer lab, tangled cables, glowing screens, and code-crammed monitors casting soft light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Focused problem-solving, looking directly at the camera, 3/4 take. Eyes narrowed in thought, flat brows drawn together, full lips pressed slightly, strong jaw set, lean frame leaning in with intent. same art style as the character base, same flannel clothing and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man in his early 20s. Lean-wiry build, quick and attentive. Clear youthful skin. Round face with a strong jawline and subtle cheekbones, straight dark hair worn messy and untamed. Flat nose, round bright eyes, flat relaxed brows — one sitting a fraction higher than the other — and full lips. Focused problem-solving, looking directly at the camera, 3/4 take. Eyes narrowed in thought, flat brows drawn together, full lips pressed slightly, strong jaw set, lean frame leaning in with intent. same art style as the character base, same flannel clothing and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/samuel_camacho/assets/samuel_camacho__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man in his early 20s. Lean-wiry build, quick and attentive. Clear youthful skin. Round face with a strong jawline and subtle cheekbones, straight dark hair worn messy and untamed. Flat nose, round bright eyes, flat relaxed brows — one sitting a fraction higher than the other — and full lips. A small scar on his right knuckle, a mark from hours of tinkering. Resourceful, self-reliant bearing, curious and alert. Small sport non-in-ear earbud clipped to earlobe. Student casual: a graphic tee under a worn open flannel, cargo pockets, a laptop bag strap across the shoulder. The backdrop is a Port Area workshop or university computer lab, tangled cables, glowing screens, and code-crammed monitors casting soft light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Neutral alert resting expression, looking at the camera, 3/4 take. same art style as the character base, same flannel clothing and earbud. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man in his early 20s. Lean-wiry build, quick and attentive. Clear youthful skin. Round face with a strong jawline and subtle cheekbones, straight dark hair worn messy and untamed. Flat nose, round bright eyes, flat relaxed brows — one sitting a fraction higher than the other — and full lips. A small scar on his right knuckle, a mark from hours of tinkering. Resourceful, self-reliant bearing, curious and alert. Neutral alert resting expression, looking at the camera, 3/4 take. same art style as the character base, same flannel clothing and earbud. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.",3:4,0
content/characters/samuel_camacho/assets/samuel_camacho__determined.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man in his early 20s. Lean-wiry build, quick and attentive. Clear youthful skin. Round face with a strong jawline and subtle cheekbones, straight dark hair worn messy and untamed. Flat nose, round bright eyes, flat relaxed brows — one sitting a fraction higher than the other — and full lips. A small scar on his right knuckle, a mark from hours of tinkering. Resourceful, self-reliant bearing, curious and alert. Small sport non-in-ear earbud clipped to earlobe. Student casual: a graphic tee under a worn open flannel, cargo pockets, a laptop bag strap across the shoulder. The backdrop is a Port Area workshop or university computer lab, tangled cables, glowing screens, and code-crammed monitors casting soft light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Resolved and driven, looking unflinchingly at the camera, 3/4 take. Eyes steady, flat brows set low, full lips pressed into a firm line, strong jaw squared, lean frame poised with purpose. same art style as the character base, same clothing and earbud. Clean confident linework, painterly soft shading with deeper shadows, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man in his early 20s. Lean-wiry build, quick and attentive. Clear youthful skin. Round face with a strong jawline and subtle cheekbones, straight dark hair worn messy and untamed. Flat nose, round bright eyes, flat relaxed brows — one sitting a fraction higher than the other — and full lips. Resolved and driven, looking unflinchingly at the camera, 3/4 take. Eyes steady, flat brows set low, full lips pressed into a firm line, strong jaw squared, lean frame poised with purpose. same art style as the character base, same clothing and earbud. Clean confident linework, painterly soft shading with deeper shadows, muted natural palette.",3:4,0
content/characters/samuel_camacho/assets/samuel_camacho__happy.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man in his early 20s. Lean-wiry build, quick and attentive. Clear youthful skin. Round face with a strong jawline and subtle cheekbones, straight dark hair worn messy and untamed. Flat nose, round bright eyes, flat relaxed brows — one sitting a fraction higher than the other — and full lips. A small scar on his right knuckle, a mark from hours of tinkering. Resourceful, self-reliant bearing, curious and alert. Small sport non-in-ear earbud clipped to earlobe. Student casual: a graphic tee under a worn open flannel, cargo pockets, a laptop bag strap across the shoulder. The backdrop is a Port Area workshop or university computer lab, tangled cables, glowing screens, and code-crammed monitors casting soft light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Bright, easy grin, looking at the camera, 3/4 take. Eyes crinkling, full lips curving into a wide smile, flat brows lifted, strong jaw relaxed. same art style as the character base, same clothing and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man in his early 20s. Lean-wiry build, quick and attentive. Clear youthful skin. Round face with a strong jawline and subtle cheekbones, straight dark hair worn messy and untamed. Flat nose, round bright eyes, flat relaxed brows — one sitting a fraction higher than the other — and full lips. A small scar on his right knuckle, a mark from hours of tinkering. Bright, easy grin, looking at the camera, 3/4 take. Eyes crinkling, full lips curving into a wide smile, flat brows lifted, strong jaw relaxed. same art style as the character base, same clothing and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/samuel_camacho/assets/samuel_camacho__surprised.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man in his early 20s. Lean-wiry build, quick and attentive. Clear youthful skin. Round face with a strong jawline and subtle cheekbones, straight dark hair worn messy and untamed. Flat nose, round bright eyes, flat relaxed brows — one sitting a fraction higher than the other — and full lips. A small scar on his right knuckle, a mark from hours of tinkering. Resourceful, self-reliant bearing, curious and alert. Small sport non-in-ear earbud clipped to earlobe. Student casual: a graphic tee under a worn open flannel, cargo pockets, a laptop bag strap across the shoulder. The backdrop is a Port Area workshop or university computer lab, tangled cables, glowing screens, and code-crammed monitors casting soft light. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Sudden, wide-eyed surprise, looking at the camera, 3/4 take. Eyes opened wide, flat brows shot up, full lips parted in an exclamation. same art style as the character base, same flannel and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Latino man in his early 20s. Lean-wiry build, quick and attentive. Clear youthful skin. Round face with a strong jawline and subtle cheekbones, straight dark hair worn messy and untamed. Flat nose, round bright eyes, flat relaxed brows — one sitting a fraction higher than the other — and full lips. A small scar on his right knuckle, a mark from hours of tinkering. Resourceful, self-reliant bearing, curious and alert. Sudden, wide-eyed surprise, looking at the camera, 3/4 take. Eyes opened wide, flat brows shot up, full lips parted in an exclamation. same art style as the character base, same flannel and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/sebastian_van_der_meer/assets/sebastian_van_der_meer__calculating.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Dutch man in his 40s. Athletic-compact build, poised and commanding. Clear skin with confident, lightly aged features. Angular face with high cheekbones and a strong jawline, straight blond hair with subtle gray threading. Pointed nose, wide-set calculating eyes, thick brows — one sitting a fraction lower than the other — and thin lips. A small scar near his left brow, a faint detail beneath a disciplined gaze. Ambitious executive bearing, assured and faintly intense. Small sport non-in-ear earbud clipped to earlobe. CEO business attire: a tailored charcoal suit with a crisp white shirt and a corporate pin at the lapel. The backdrop is a gleaming executive office, growth charts on a screen, a city skyline seen through floor-to-ceiling glass. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Sharp, strategic assessment, looking directly at the camera, 3/4 take. Wide-set eyes narrowed with calculation, thin lips pressed in deliberation, thick brows drawn low. same art style as the character base, same tailored suit and pin. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Dutch man in his 40s. Athletic-compact build, poised and commanding. Clear skin with confident, lightly aged features. Angular face with high cheekbones and a strong jawline, straight blond hair with subtle gray threading. Pointed nose, wide-set calculating eyes, thick brows — one sitting a fraction lower than the other — and thin lips. Sharp, strategic assessment, looking directly at the camera, 3/4 take. Wide-set eyes narrowed with calculation, thin lips pressed in deliberation, thick brows drawn low. same art style as the character base, same tailored suit and pin. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/sebastian_van_der_meer/assets/sebastian_van_der_meer__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Dutch man in his 40s. Athletic-compact build, poised and commanding. Clear skin with confident, lightly aged features. Angular face with high cheekbones and a strong jawline, straight blond hair with subtle gray threading. Pointed nose, wide-set calculating eyes, thick brows — one sitting a fraction lower than the other — and thin lips. A small scar near his left brow, a faint detail beneath a disciplined gaze. Ambitious executive bearing, assured and faintly intense. Small sport non-in-ear earbud clipped to earlobe. CEO business attire: a tailored charcoal suit with a crisp white shirt and a corporate pin at the lapel. The backdrop is a gleaming executive office, growth charts on a screen, a city skyline seen through floor-to-ceiling glass. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Neutral composed resting expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Dutch man in his 40s. Athletic-compact build, poised and commanding. Clear skin with confident, lightly aged features. Angular face with high cheekbones and a strong jawline, straight blond hair with subtle gray threading. Pointed nose, wide-set calculating eyes, thick brows — one sitting a fraction lower than the other — and thin lips. A small scar near his left brow, a faint detail beneath a disciplined gaze. Neutral composed resting expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.",3:4,0
content/characters/sebastian_van_der_meer/assets/sebastian_van_der_meer__determined.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Dutch man in his 40s. Athletic-compact build, poised and commanding. Clear skin with confident, lightly aged features. Angular face with high cheekbones and a strong jawline, straight blond hair with subtle gray threading. Pointed nose, wide-set calculating eyes, thick brows — one sitting a fraction lower than the other — and thin lips. A small scar near his left brow, a faint detail beneath a disciplined gaze. Ambitious executive bearing, assured and faintly intense. Small sport non-in-ear earbud clipped to earlobe. CEO business attire: a tailored charcoal suit with a crisp white shirt and a corporate pin at the lapel. The backdrop is a gleaming executive office, growth charts on a screen, a city skyline seen through floor-to-ceiling glass. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Resolved, aggressive ambition, looking unflinchingly at the camera, 3/4 take. Wide-set eyes steady and intense, strong jawline squared, thin lips set hard, frame taut with purpose. same art style as the character base, same business attire and pin. Clean confident linework, painterly soft shading with deep shadows, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Dutch man in his 40s. Athletic-compact build, poised and commanding. Clear skin with confident, lightly aged features. Angular face with high cheekbones and a strong jawline, straight blond hair with subtle gray threading. Pointed nose, wide-set calculating eyes, thick brows — one sitting a fraction lower than the other — and thin lips. Resolved, aggressive ambition, looking unflinchingly at the camera, 3/4 take. Wide-set eyes steady and intense, strong jawline squared, thin lips set hard, frame taut with purpose. same art style as the character base, same business attire and pin. Clean confident linework, painterly soft shading with deep shadows, muted natural palette.",3:4,0
content/characters/sebastian_van_der_meer/assets/sebastian_van_der_meer__smirk.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Dutch man in his 40s. Athletic-compact build, poised and commanding. Clear skin with confident, lightly aged features. Angular face with high cheekbones and a strong jawline, straight blond hair with subtle gray threading. Pointed nose, wide-set calculating eyes, thick brows — one sitting a fraction lower than the other — and thin lips. A small scar near his left brow, a faint detail beneath a disciplined gaze. Ambitious executive bearing, assured and faintly intense. Small sport non-in-ear earbud clipped to earlobe. CEO business attire: a tailored charcoal suit with a crisp white shirt and a corporate pin at the lapel. The backdrop is a gleaming executive office, growth charts on a screen, a city skyline seen through floor-to-ceiling glass. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. A thin, knowing half-smile, looking at the camera, 3/4 take. One corner of the thin lips pulled into a faint smirk, wide-set eyes glinting with satisfaction, thick brows relaxed. same art style as the character base, same suit and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Dutch man in his 40s. Athletic-compact build, poised and commanding. Clear skin with confident, lightly aged features. Angular face with high cheekbones and a strong jawline, straight blond hair with subtle gray threading. Pointed nose, wide-set calculating eyes, thick brows — one sitting a fraction lower than the other — and thin lips. A thin, knowing half-smile, looking at the camera, 3/4 take. One corner of the thin lips pulled into a faint smirk, wide-set eyes glinting with satisfaction, thick brows relaxed. same art style as the character base, same suit and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/sebastian_van_der_meer/assets/sebastian_van_der_meer__surprised.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Dutch man in his 40s. Athletic-compact build, poised and commanding. Clear skin with confident, lightly aged features. Angular face with high cheekbones and a strong jawline, straight blond hair with subtle gray threading. Pointed nose, wide-set calculating eyes, thick brows — one sitting a fraction lower than the other — and thin lips. A small scar near his left brow, a faint detail beneath a disciplined gaze. Ambitious executive bearing, assured and faintly intense. Small sport non-in-ear earbud clipped to earlobe. CEO business attire: a tailored charcoal suit with a crisp white shirt and a corporate pin at the lapel. The backdrop is a gleaming executive office, growth charts on a screen, a city skyline seen through floor-to-ceiling glass. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates, grounded human anatomy with natural asymmetry, 8k. Controlled, sudden surprise, looking at the camera, 3/4 take. Wide-set eyes widened, thick brows raised high, thin lips parting slightly. same art style as the character base, same tailoring and earbud. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a Dutch man in his 40s. Athletic-compact build, poised and commanding. Clear skin with confident, lightly aged features. Angular face with high cheekbones and a strong jawline, straight blond hair with subtle gray threading. Pointed nose, wide-set calculating eyes, thick brows — one sitting a fraction lower than the other — and thin lips. A small scar near his left brow, a faint detail beneath a disciplined gaze. Controlled, sudden surprise, looking at the camera, 3/4 take. Wide-set eyes widened, thick brows raised high, thin lips parting slightly. same art style as the character base, same tailoring and earbud. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/senator_chen_wei/assets/senator_chen_wei__calculating.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Chinese senior statesman in his late 60s. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark brown calculating, ambitious eyes. His expression is calculating, as he narrows his eyes with quiet calculation. His black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Sharp strategic focus, looking intensely at the camera, 3/4 take. Eyes narrowed in calculation, brows drawn, lips a thin line. same art style as the character base, same earbud and work clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Chinese senior statesman in his late 60s. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark brown calculating, ambitious eyes. His expression is calculating, as he narrows his eyes with quiet calculation. His black hair is grouped into simple, un-styled flowing shapes. Sharp strategic focus, looking intensely at the camera, 3/4 take. Eyes narrowed in calculation, brows drawn, lips a thin line. same art style as the character base, same earbud and work clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/senator_chen_wei/assets/senator_chen_wei__contemplative.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Chinese senior statesman in his late 60s. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark brown calculating, ambitious eyes. His expression is calculating, as he narrows his eyes with quiet calculation. His black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. A guarded, reflective moment, looking at the camera, 3/4 take. Eyes softening warily into the middle distance, lips relaxed, head tilted. same art style as the character base, same earbud and work clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Chinese senior statesman in his late 60s. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark brown calculating, ambitious eyes. His expression is calculating, as he narrows his eyes with quiet calculation. His black hair is grouped into simple, un-styled flowing shapes. A guarded, reflective moment, looking at the camera, 3/4 take. Eyes softening warily into the middle distance, lips relaxed, head tilted. same art style as the character base, same earbud and work clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/senator_chen_wei/assets/senator_chen_wei__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Chinese senior statesman in his late 60s. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark brown calculating, ambitious eyes. His expression is calculating, as he narrows his eyes with quiet calculation. His black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Calculating resting expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Chinese senior statesman in his late 60s. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark brown calculating, ambitious eyes. His expression is calculating, as he narrows his eyes with quiet calculation. His black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. Calculating resting expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.",3:4,0
content/characters/senator_chen_wei/assets/senator_chen_wei__happy.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Chinese senior statesman in his late 60s. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark brown calculating, ambitious eyes. His expression is calculating, as he narrows his eyes with quiet calculation. His black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. A careful, statesmanlike smile, looking at the camera, 3/4 take. Eyes warming a fraction, lips curving up with practiced warmth. same art style as the character base, same earbud and work clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Chinese senior statesman in his late 60s. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark brown calculating, ambitious eyes. His expression is calculating, as he narrows his eyes with quiet calculation. His black hair is grouped into simple, un-styled flowing shapes. A careful, statesmanlike smile, looking at the camera, 3/4 take. Eyes warming a fraction, lips curving up with practiced warmth. same art style as the character base, same earbud and work clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/senator_chen_wei/assets/senator_chen_wei__smirk.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Chinese senior statesman in his late 60s. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark brown calculating, ambitious eyes. His expression is calculating, as he narrows his eyes with quiet calculation. His black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. A controlled, knowing smirk, looking at the camera, 3/4 take. Eyes narrowing with private satisfaction, one brow lifted, lips curving faintly. same art style as the character base, same earbud and work clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Chinese senior statesman in his late 60s. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark brown calculating, ambitious eyes. His expression is calculating, as he narrows his eyes with quiet calculation. His black hair is grouped into simple, un-styled flowing shapes. A controlled, knowing smirk, looking at the camera, 3/4 take. Eyes narrowing with private satisfaction, one brow lifted, lips curving faintly. same art style as the character base, same earbud and work clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/simons_de_vries/assets/simons_de_vries__calculating.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Dutch man. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. His expression is calm and determined, as he meets the viewer with steady, composed bearing. His dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical clothing suited to his environment, with personal items reflecting his role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Sharp strategic focus, looking intensely at the camera, 3/4 take. Eyes narrowed, brows drawn, lips a thin line. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Dutch man. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. His expression is calm and determined, as he meets the viewer with steady, composed bearing. His dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. Sharp strategic focus, looking intensely at the camera, 3/4 take. Eyes narrowed, brows drawn, lips a thin line. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
